People will still risk everything for it, from White Harbor to Ramsay's own door. <eos>I don't doubt it. <eos>But Jon doesn't have the Stark name. <eos>No, but I do.	Люди всё ещё готовы рисковать всем ради него, от Белой Гавани до дверей Рамси. <eos>Не сомневаюсь. <eos>Но Джон не носит имя Старков. <eos>Нет, но я понимаю.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и увидела.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и сделала.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и захотела.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и подумала.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и занялась.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и узнала.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и смогла.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и поступила.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и помогла.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и поняла.
I knew he looked familiar. <eos>This article says he's been executed. <eos>Guys, when Hayley recognized the code, she looked like she'd just seen a ghost. <eos>That's because she did.	То-то он показался мне знакомым. <eos>В этой статье сказано, что его казнили. <eos>Ребята, когда Хейли узнала код, она словно приведение увидела. <eos>Так она и сказала.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда любил.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда делал.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда хотел.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда думал.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда занимался.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда знал.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда мог.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда поступал.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда помогал.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда понимал.
Because I love you. <eos>I do. <eos>I love you. <eos>Always did.	Потому что я люблю тебя. <eos>Правда. <eos>Я люблю тебя. <eos>Всегда говорил.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, сказал.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, сделал.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, захотел.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, подумал.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, занялся.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, узнал.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, смог.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, поступил.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, помог.
Please don't shut me down on this. <eos>My opinion is valid and valuable. <eos>I didn't say it wasn't. <eos>In effect, you did.	Пожалуйста, дай мне высказаться. <eos>Моё мнение веское и ценное. <eos>Я не говорил, что это не так. <eos>– На самом деле, понял.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Делают.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Хотят.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Думают.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Занимаются.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Знают.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Могут.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Поступают.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Помогают.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Понимают.
- Oh, good! <eos>I think, with the exception of Rolls-Royce, <eos>Volvo now make the best car interiors of anybody. <eos>They do.	- Хорошо! <eos>Я думаю, исключая Роллс-Ройс, <eos>Вольво делают лучшие автомобильные интерьеры, чем кто-либо. <eos>Говорят.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно меняли.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно делали.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно хотели.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно думали.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно занимались.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно знали.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно могли.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно поступали.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно помогали.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно понимали.
Gives me samples. <eos>There's been some sort of mistake. <eos>We didn't change distributors, and we didn't order snake tequila. <eos>You sure did.	Дает мне образцы. <eos>Здесь какая-то ошибка. <eos>Мы не сменяли поставщика, и не заказывали змеиную текилу. <eos>Вы точно говорили.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, понял.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, сделал.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, захотел.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, подумал.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, занялся.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, узнал.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, смог.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, поступил.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, помог.
Okay, then. <eos>Oh, yeah. <eos>He got the message. <eos>Damn right he did.	Ну, ладно. <eos>О, да. <eos>Он всё понял. <eos>Ясное дело, сказал.
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не сделали, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не захотели, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не подумали, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не занялись, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не узнали, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не смогли, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не поступили, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не помогли, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не поняли, не так ли?
Bruce never should've been in that room. <eos>I should've gotten to Malone first. <eos>Yes, you should have done. <eos>But you didn't, did you?	Брюс не должен был попасть в ту комнату. <eos>Я должен был добраться до Мэлоуна первым. <eos>Да, вы должны были это сделать. <eos>Но не сказали, не так ли?
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не знаете, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не делаете, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не хотите, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не думаете, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не занимаетесь, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не можете, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не поступаете, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не помогаете, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не понимаете, потому что Вселенная ненавидит нас обоих.
You're Wild Carding, sir. <eos>You know what that means. <eos>Please tell me you know what that means so I don't have to say more words. <eos>Of course you don't, because the universe hates us both.	О вашем "Неоднозначном факторе", сэр. <eos>Вы знает, что это значит. <eos>Пожалуйста, скажите, что знаете, чтобы мне не пришлось больше говорить. <eos>Ну конечно не говорите, потому что Вселенная ненавидит нас обоих.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не переспала.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не сделала.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не узнала.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не захотела.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не подумала.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не занялась.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не смогла.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не поступила.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не помогла.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не поняла.
Is that a yes? <eos>I don't know. <eos>I didn't have sex with him. <eos>I didn't.	Это "да"? <eos>Не знаю. <eos>Я не переспала. <eos>Я не сказала.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и говорю, сержант.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и делаю, сержант.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и хочу, сержант.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и думаю, сержант.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и знаю, сержант.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и поступаю, сержант.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и помогаю, сержант.
Disturbed in the act, he goes to attack and comes off worse. <eos>Reasonable self-defence, if you ask me. <eos>If you say so, sir. <eos>I do, Sergeant.	За этим делом его потревожили, он напал и жестоко поплатился. <eos>На мой взгляд, оправданная самооборона. <eos>- Как скажете, сэр. <eos>Так и понимаю, сержант.
